Region,Date,Segment,Country,Currency,Product,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit
Europe,2022-04-01,Midmarket,Britain,GBP,Velo,Medium,2682,250,20,53640,4827.6,4881,26820,21992.4
Europe,2022-04-01,Midmarket,Germany,EUR,Velo,High,2706,3,7,18942,2083.62,16858.38,13530,3328.38
Europe,2022-04-01,Government,France,EUR,Paseo,High,2605,120,300,781500,101595,679905,651250,28655
Europe,2022-04-01,Small Business,France,EUR,Montana,High,1922,10,350,672700,94178,578522,499720,78802
Europe,2022-04-01,Government,Britain,GBP,Carretera,High,2536,120,300,760800,106512,6542,634000,20288
Europe,2022-04-01,Government,Germany,EUR,Montana,High,1870,260,15,28050,3927,24123,18700,5423
Europe,2022-04-01,Government,Britain,GBP,Paseo,High,2151,10,350,752850,112927.5,6399,559260,80662.5
Europe,2022-05-01,Government,France,EUR,Paseo,Low,,,,,,,,
Europe,2022-05-01,Government,Britain,GBP,Velo,Low,494,3,300,148200,1482,146718,123500,23218
Europe,2022-05-01,Small Business,France,EUR,Paseo,Low,766,10,12,9192,91.92,9100.08,2298,6802.08
Europe,2022-05-01,Small Business,Germany,EUR,Paseo,Low,494,250,300,148200,1482,146718,123500,23218
Europe,2022-05-01,Enterprise,Germany,EUR,Amarilla,Low,214,3,300,64200,1284,62916,53500,9416
Europe,2022-05-01,Channel Partners,France,EUR,VTT,Low,809,10,125,101125,2022.5,99102.5,97080,2022.5
Europe,2022-05-01,Government,France,EUR,Carretera,Medium,,,,,,,,
Europe,2022-05-01,Government,Germany,EUR,Montana,Medium,2966,120,350,1038100,20762,1017338,771160,246178
Europe,2022-05-01,Midmarket,Germany,EUR,Velo,Medium,809,120,125,101125,2022.5,99102.5,97080,2022.5
Europe,2022-05-01,Government,Germany,EUR,Paseo,Medium,2145,120,125,268125,5362.5,262762.5,257400,5362.5
Europe,2022-05-01,Government,France,EUR,VTT,Medium,214,250,300,64200,1284,62916,53500,9416
Europe,2022-05-01,Midmarket,Britain,GBP,Velo,Medium,2966,260,350,1038100,20762,1017338,771160,246178
Europe,2022-05-01,Channel Partners,Germany,EUR,VTT,Medium,1945,10,15,29175,875.25,28299.75,19450,8849.75
Europe,2022-05-01,Government,Germany,EUR,Carretera,Medium,1945,250,15,29175,875.25,28299.75,19450,8849.75
Europe,2022-05-01,Small Business,Britain,GBP,Paseo,High,1514,10,15,22710,908.4,21801.6,15140,6661.6
Europe,2022-05-01,Enterprise,Britain,GBP,VTT,High,1514,250,15,22710,908.4,21801.6,15140,6661.6
Europe,2022-05-01,Government,Britain,GBP,Amarilla,High,1159,5,7,8113,405.65,7707.35,5795,1912.35
Europe,2022-05-01,Enterprise,France,EUR,Amarilla,High,1159,260,7,8113,405.65,7707.35,5795,1912.35
Europe,2022-05-01,Channel Partners,Britain,GBP,Montana,High,704,10,125,88000,4400,83600,84480,-880
Europe,2022-05-01,Government,Britain,GBP,Paseo,High,704,120,125,88000,4400,83600,84480,-880
Europe,2022-05-01,Midmarket,France,EUR,Velo,High,1403,5,7,9821,589.26,9231.74,7015,2216.74
Europe,2022-06-01,Midmarket,France,EUR,Carretera,None,635,120,300,190500,15240,175260,158750,16510
Europe,2022-06-01,Midmarket,Germany,EUR,Carretera,None,711,260,15,10665,853.2,9811.8,7110,2701.8
Europe,2022-06-01,Midmarket,Britain,GBP,Carretera,None,635,260,300,190500,15240,175260,158750,16510
Europe,2022-06-01,Government,France,EUR,Montana,None,521,3,7,3647,328.23,3318.77,2605,713.77
Europe,2022-06-01,Channel Partners,Germany,EUR,Montana,None,521,250,7,3647,328.23,3318.77,2605,713.77
Europe,2022-06-01,Midmarket,Britain,GBP,Montana,None,2072,5,15,31080,3108,27972,20720,7252
Europe,2022-06-01,Government,Germany,EUR,Paseo,None,853,120,300,255900,25590,230310,213250,17060
Europe,2022-06-01,Government,Germany,EUR,Velo,None,2072,260,15,31080,3108,27972,20720,7252
Europe,2022-06-01,Channel Partners,Germany,EUR,Velo,None,853,260,300,255900,25590,230310,213250,17060
Europe,2022-06-01,Midmarket,France,EUR,VTT,None,2157,5,15,32355,3559.05,28795.95,21570,7225.95
Europe,2022-06-01,Midmarket,Germany,EUR,VTT,None,2157,260,15,32355,3559.05,28795.95,21570,7225.95
Europe,2022-06-01,Government,France,EUR,Amarilla,None,1233,10,20,24660,2959.2,21700.8,12330,9370.8
Europe,2022-06-01,Enterprise,France,EUR,Paseo,Low,1233,250,20,24660,2959.2,21700.8,12330,9370.8
Europe,2022-06-01,Enterprise,France,EUR,VTT,Low,1531,10,20,30620,3674.4,26945.6,15310,11635.6
Europe,2022-06-01,Enterprise,Britain,GBP,Paseo,Low,1531,250,20,30620,3674.4,26945.6,15310,11635.6
Europe,2022-06-01,Enterprise,Britain,GBP,VTT,Low,1013,10,12,12156,1580.28,10575.72,3039,7536.72
Europe,2022-06-01,Small Business,Germany,EUR,Carretera,Low,1013,120,12,12156,1580.28,10575.72,3039,7536.72
Europe,2022-06-01,Channel Partners,France,EUR,Montana,Low,280,3,7,1960,274.4,1685.6,1400,285.6
Europe,2022-06-01,Channel Partners,France,EUR,Paseo,Low,280,250,7,1960,274.4,1685.6,1400,285.6
Europe,2022-06-01,Small Business,Germany,EUR,Paseo,Low,293,10,20,5860,879,4981,2930,2051
Europe,2022-06-01,Enterprise,Germany,EUR,Paseo,Low,293,250,20,5860,879,4981,2930,2051
Europe,2022-06-01,Enterprise,Germany,EUR,VTT,Low,1513,3,350,529550,0,529550,393380,136170
Europe,2022-06-01,Government,France,EUR,Paseo,Medium,1513,10,350,529550,0,529550,393380,136170
Europe,2022-06-01,Government,France,EUR,Velo,Medium,2155,3,350,754250,7542.5,746707.5,560300,186407.5
Europe,2022-06-01,Government,Britain,GBP,Velo,Medium,2155,10,350,754250,7542.5,746707.5,560300,186407.5
Europe,2022-06-01,Government,Britain,GBP,VTT,Medium,1055,10,12,12660,253.2,12406.8,3165,9241.8
Europe,2022-06-01,Small Business,France,EUR,Carretera,Medium,,,,,,,,
Europe,2022-06-01,Small Business,France,EUR,Paseo,Medium,1055,120,12,12660,253.2,12406.8,3165,9241.8
Europe,2022-06-01,Government,Germany,EUR,Paseo,Medium,1084,120,12,13008,260.16,12747.84,3252,9495.84
Europe,2022-06-01,Small Business,Britain,GBP,Paseo,Medium,1287,5,125,160875,4826.25,156048.75,154440,1608.75
Europe,2022-06-01,Government,Germany,EUR,Velo,Medium,1706,5,125,213250,6397.5,206852.5,204720,2132.5
Europe,2022-06-01,Government,Germany,EUR,VTT,Medium,1287,10,125,160875,4826.25,156048.75,154440,1608.75
Europe,2022-06-01,Government,Germany,EUR,Amarilla,Medium,1706,10,125,213250,6397.5,206852.5,204720,2132.5
Europe,2022-06-01,Small Business,Britain,GBP,Amarilla,Medium,1138,5,125,142250,5690,136560,136560,0
Europe,2022-06-01,Government,Britain,GBP,Paseo,Medium,,,,,,,,
Europe,2022-06-01,Government,Britain,GBP,Amarilla,Medium,2487,3,7,17409,870.45,16538.55,12435,4103.55
Europe,2022-06-01,Government,Britain,GBP,Carretera,High,1250,120,300,375000,18750,356250,312500,43750
Europe,2022-06-01,Government,Britain,GBP,Paseo,High,2487,250,7,17409,870.45,16538.55,12435,4103.55
Europe,2022-06-01,Channel Partners,Britain,GBP,Montana,High,1250,260,300,375000,18750,356250,312500,43750
Europe,2022-06-01,Government,France,EUR,Velo,High,1362,3,350,476700,38136,438564,354120,84444
Europe,2022-06-01,Channel Partners,Britain,GBP,Velo,High,711,5,15,10665,853.2,9811.8,7110,2701.8
Europe,2022-06-01,Government,France,EUR,Amarilla,High,1362,10,350,476700,38136,438564,354120,84444
Europe,2022-07-01,Channel Partners,Germany,EUR,Paseo,None,639,120,7,4473,44.73,4428.27,3195,1233.27
Europe,2022-07-01,Government,Germany,EUR,Amarilla,None,1744,250,125,218000,2180,215820,209280,6540
Europe,2022-07-01,Government,France,EUR,VTT,Low,690,5,12,8280,165.6,8114.4,2070,6044.4
Europe,2022-07-01,Enterprise,Britain,GBP,Paseo,Low,941,260,20,18820,376.4,18443.6,9410,9033.6
Europe,2022-07-01,Enterprise,France,EUR,Paseo,Low,2791,3,15,41865,2093.25,39771.75,27910,11861.75
Europe,2022-07-01,Government,Britain,GBP,Amarilla,Medium,2342,5,12,28104,1405.2,26698.8,7026,19672.8
Europe,2022-07-01,Enterprise,Germany,EUR,Paseo,Medium,1333,120,7,9331,559.86,8771.14,6665,2106.14
Europe,2022-07-01,Small Business,France,EUR,Velo,Medium,2342,5,12,28104,1967.28,26136.72,7026,19110.72
Europe,2022-07-01,Government,Germany,EUR,Montana,Medium,490,3,15,7350,588,6762,4900,1862
Europe,2022-07-01,Government,Germany,EUR,Velo,Medium,1520,260,20,30400,2432,27968,15200,12768
Europe,2022-07-01,Government,France,EUR,Velo,High,1324,10,300,397200,35748,361452,331000,30452
Europe,2022-07-01,Midmarket,Britain,GBP,VTT,High,877,250,125,109625,9866.25,99758.75,105240,-5481.25
Europe,2022-07-01,Small Business,Germany,EUR,Carretera,High,1694,260,20,33880,3049.2,30830.8,16940,13890.8
Europe,2022-07-01,Channel Partners,France,EUR,Paseo,High,2665,120,7,18655,1865.5,16789.5,13325,3464.5
Europe,2022-07-01,Government,Britain,GBP,Velo,High,1594,10,350,557900,66948,490952,414440,76512
Europe,2022-07-01,Midmarket,France,EUR,VTT,High,1359,10,300,407700,48924,358776,339750,19026
Europe,2022-07-01,Government,France,EUR,Amarilla,High,2150,10,300,645000,77400,567600,537500,30100
Europe,2022-07-01,Government,Britain,GBP,Montana,High,1197,10,350,418950,50274,368676,311220,57456
Europe,2022-07-01,Channel Partners,Britain,GBP,Paseo,High,357,10,350,124950,16243.5,108706.5,92820,15886.5
Europe,2022-07-01,Small Business,Britain,GBP,Carretera,High,1513,3,15,22695,3177.3,19517.7,15130,4387.7
Europe,2022-07-01,Midmarket,Germany,EUR,VTT,High,552,250,125,69000,10350,58650,66240,-7590
Europe,2022-08-01,Small Business,Britain,GBP,Montana,None,1560,3,15,23400,2574,20826,15600,5226
Europe,2022-08-01,Government,Britain,GBP,Paseo,None,2935,250,20,58700,6457,52243,29350,22893
Europe,2022-08-01,Government,Britain,GBP,VTT,Low,2548,260,15,38220,4586.4,33633.6,25480,8153.6
Europe,2022-08-01,Small Business,Germany,EUR,Montana,Low,2222,10,12,26664,3732.96,22931.04,6666,16265.04
Europe,2022-08-01,Channel Partners,Britain,GBP,Amarilla,Medium,2007,10,350,702450,105367.5,597082.5,521820,75262.5
Europe,2022-08-01,Government,France,EUR,Velo,Medium,2574,120,300,772200,115830,656370,643500,12870
Europe,2022-08-01,Midmarket,Germany,EUR,Paseo,Medium,2954,250,125,369250,55387.5,313862.5,354480,-40617.5
Europe,2022-08-01,Government,Germany,EUR,Velo,Medium,2152,10,15,32280,0,32280,21520,10760
Europe,2022-08-01,Midmarket,France,EUR,Paseo,Medium,1925,10,15,28875,577.5,28297.5,19250,9047.5
Europe,2022-08-01,Government,Britain,GBP,Velo,Medium,2013,10,7,14091,281.82,13809.18,10065,3744.18
Europe,2022-08-01,Enterprise,Britain,GBP,Carretera,Medium,266,250,350,93100,1862,91238,69160,22078
Europe,2022-08-01,Small Business,France,EUR,Montana,Medium,908,3,12,10896,326.88,10569.12,2724,7845.12
Europe,2022-08-01,Government,Germany,EUR,Paseo,Medium,1778,260,350,622300,24892,597408,462280,135128
Europe,2022-08-01,Government,France,EUR,VTT,Medium,1802,10,20,36040,1802,34238,18020,16218
Europe,2022-08-01,Government,Germany,EUR,VTT,Medium,2436,250,300,730800,43848,686952,609000,77952
Europe,2022-08-01,Channel Partners,Germany,EUR,Amarilla,High,1421,120,20,28420,1989.4,26430.6,14210,12220.6
Europe,2022-08-01,Midmarket,Britain,GBP,Paseo,High,808,250,300,242400,19392,223008,202000,21008
Europe,2022-08-01,Government,France,EUR,Paseo,High,1611,5,7,11277,1014.93,10262.07,8055,2207.07
Europe,2022-08-01,Channel Partners,France,EUR,Amarilla,High,1916,120,125,239500,23950,215550,229920,-14370
Europe,2022-08-01,Enterprise,France,EUR,Carretera,High,2015,260,12,24180,3385.2,20794.8,6045,14749.8
Europe,2022-08-01,Enterprise,Germany,EUR,Carretera,High,2438,120,125,304750,45712.5,259037.5,292560,-33522.5
Europe,2022-09-01,Government,Germany,EUR,Montana,None,330,3,125,41250,412.5,40837.5,39600,1237.5
Europe,2022-09-01,Midmarket,Britain,GBP,Paseo,None,2498,5,300,749400,7494,741906,624500,117406
Europe,2022-09-01,Small Business,France,EUR,VTT,None,1989,260,12,23868,238.68,23629.32,5967,17662.32
Europe,2022-09-01,Channel Partners,France,EUR,Paseo,Low,736,120,20,14720,588.8,14131.2,7360,6771.2
Europe,2022-09-01,Midmarket,Germany,EUR,Paseo,Low,2646,120,20,52920,2116.8,50803.2,26460,24343.2
Europe,2022-09-01,Small Business,Germany,EUR,VTT,Low,349,250,350,122150,4886,117264,90740,26524
Europe,2022-09-01,Government,France,EUR,Montana,Low,2349,10,7,16443,822.15,15620.85,11745,3875.85
Europe,2022-09-01,Government,Germany,EUR,Amarilla,Low,2931,10,15,43965,3077.55,40887.45,29310,11577.45
Europe,2022-09-01,Midmarket,France,EUR,Paseo,Medium,1283,5,300,384900,30792,354108,320750,33358
Europe,2022-09-01,Channel Partners,Britain,GBP,Carretera,Medium,380,10,7,2660,292.6,2367.4,1900,467.4
Europe,2022-09-01,Government,Britain,GBP,Amarilla,Medium,2416,3,125,302000,36240,265760,289920,-24160
Europe,2022-09-01,Government,France,EUR,Paseo,Medium,623,250,350,218050,26166,191884,161980,29904
Europe,2022-09-01,Enterprise,Germany,EUR,Velo,Medium,2761,260,12,33132,3975.84,29156.16,8283,20873.16
Europe,2022-09-01,Government,France,EUR,Amarilla,Medium,2470,10,15,37050,5187,31863,24700,7163
Europe,2022-09-01,Government,Germany,EUR,Paseo,Medium,2416,3,125,302000,36240,265760,289920,-24160
Europe,2022-09-01,Government,Britain,GBP,Paseo,Medium,623,250,350,218050,26166,191884,161980,29904
Europe,2022-09-01,Enterprise,Britain,GBP,Velo,Medium,2761,260,12,33132,3975.84,29156.16,8283,20873.16
Europe,2022-09-01,Channel Partners,Germany,EUR,Carretera,Medium,2470,10,15,37050,5187,31863,24700,7163
Europe,2022-09-01,Small Business,Britain,GBP,VTT,High,1175,10,15,17625,2643.75,14981.25,11750,3231.25
Europe,2022-09-01,Government,Britain,GBP,Montana,High,1175,250,15,17625,2643.75,14981.25,11750,3231.25
Europe,2022-09-01,Enterprise,France,EUR,Velo,High,546,260,300,163800,24570,139230,136500,2730
Europe,2022-10-01,Government,Britain,GBP,Carretera,Low,1372,260,300,411600,28812,382788,343000,39788
Europe,2022-10-01,Government,Britain,GBP,VTT,Low,2797,5,125,349625,31466.25,318158.75,335640,-17481.25
Europe,2022-10-01,Government,Germany,EUR,Velo,Low,2797,10,125,349625,31466.25,318158.75,335640,-17481.25
Europe,2022-10-01,Government,Germany,EUR,VTT,Low,2300,3,15,34500,4830,29670,23000,6670
Europe,2022-10-01,Midmarket,Britain,GBP,Montana,Low,2300,5,15,34500,4830,29670,23000,6670
Europe,2022-10-01,Midmarket,Britain,GBP,Paseo,Low,914,10,12,10968,1645.2,9322.8,2742,6580.8
Europe,2022-10-01,Small Business,Germany,EUR,Carretera,Low,914,120,12,10968,1645.2,9322.8,2742,6580.8
Europe,2022-10-01,Small Business,Germany,EUR,Montana,Low,345,5,125,43125,0,43125,41400,1725
Europe,2022-10-01,Government,France,EUR,Velo,Low,345,120,125,43125,0,43125,41400,1725
Europe,2022-10-01,Government,France,EUR,VTT,Low,663,5,125,82875,828.75,82046.25,79560,2486.25
Europe,2022-10-01,Government,Britain,GBP,Paseo,Medium,663,120,125,82875,828.75,82046.25,79560,2486.25
Europe,2022-10-01,Government,Britain,GBP,VTT,Medium,2851,3,7,19957,798.28,19158.72,14255,4903.72
Europe,2022-10-01,Small Business,France,EUR,Carretera,Medium,2851,5,7,19957,798.28,19158.72,14255,4903.72
Europe,2022-10-01,Government,France,EUR,Montana,Medium,671,10,15,10065,402.6,9662.4,6710,2952.4
Europe,2022-10-01,Small Business,France,EUR,Montana,Medium,671,260,15,10065,402.6,9662.4,6710,2952.4
Europe,2022-10-01,Government,France,EUR,Velo,Medium,1228,10,350,429800,21490,408310,319280,89030
Europe,2022-10-01,Midmarket,France,EUR,Paseo,Medium,1389,10,20,27780,1389,26391,13890,12501
Europe,2022-10-01,Midmarket,France,EUR,Paseo,Medium,1389,250,20,27780,1389,26391,13890,12501
Europe,2022-10-01,Government,Germany,EUR,Paseo,Medium,1228,260,350,429800,21490,408310,319280,89030
Europe,2022-10-01,Government,Germany,EUR,VTT,Medium,2299,3,12,27588,1655.28,25932.72,6897,19035.72
Europe,2022-10-01,Government,Germany,EUR,Paseo,High,2299,10,12,27588,1655.28,25932.72,6897,19035.72
Europe,2022-10-01,Government,Germany,EUR,Velo,High,727,10,350,254450,15267,239183,189020,50163
Europe,2022-10-01,Channel Partners,Germany,EUR,Velo,High,727,260,350,254450,15267,239183,189020,50163
Europe,2022-10-01,Channel Partners,Germany,EUR,Amarilla,High,386,3,12,4632,463.2,4168.8,1158,3010.8
Europe,2022-10-01,Enterprise,France,EUR,Carretera,High,386,10,12,4632,463.2,4168.8,1158,3010.8
Europe,2022-10-01,Enterprise,France,EUR,Paseo,High,2294,120,300,688200,68820,619380,573500,45880
Europe,2022-10-01,Enterprise,Britain,GBP,Carretera,High,2294,250,300,688200,68820,619380,573500,45880
Europe,2022-10-01,Enterprise,Britain,GBP,Paseo,High,2996,3,7,20972,2936.08,18035.92,14980,3055.92
Europe,2022-10-01,Government,Britain,GBP,Paseo,High,2996,5,7,20972,2936.08,18035.92,14980,3055.92
Europe,2022-10-01,Government,Britain,GBP,Velo,High,1743,10,15,26145,3660.3,22484.7,17430,5054.7
Europe,2022-10-01,Channel Partners,Britain,GBP,Velo,High,269,120,300,80700,11298,69402,67250,2152
Europe,2022-10-01,Channel Partners,Britain,GBP,Amarilla,High,269,250,300,80700,11298,69402,67250,2152
Europe,2022-10-01,Channel Partners,France,EUR,Paseo,High,1743,260,15,26145,3660.3,22484.7,17430,5054.7
Europe,2022-10-01,Channel Partners,France,EUR,Amarilla,High,,,,,,,,
Europe,2022-10-01,Government,France,EUR,Paseo,High,267,250,20,5340,801,4539,2670,1869
Europe,2022-10-01,Government,France,EUR,Amarilla,High,1725,10,350,603750,0,603750,448500,155250
Europe,2022-10-01,Enterprise,Germany,EUR,Carretera,High,912,10,12,10944,0,10944,2736,8208
Europe,2022-10-01,Small Business,Britain,GBP,Montana,High,2092,120,7,14644,146.44,14497.56,10460,4037.56
Europe,2022-10-01,Enterprise,Germany,EUR,Paseo,High,1265,250,20,25300,1265,24035,12650,11385
Europe,2022-10-01,Midmarket,Germany,EUR,Paseo,High,263,3,7,1841,110.46,1730.54,1315,415.54
Europe,2022-10-01,Midmarket,Germany,EUR,VTT,High,1404,10,300,421200,29484,391716,351000,40716
Europe,2022-10-01,Small Business,Britain,GBP,Amarilla,High,1804,5,125,225500,22550,202950,216480,-13530
Europe,2022-11-01,Government,France,EUR,Velo,Low,615,5,15,9225,0,9225,6150,3075
Europe,2022-11-01,Enterprise,France,EUR,VTT,Low,1817,10,20,36340,0,36340,18170,18170
Europe,2022-11-01,Channel Partners,Britain,GBP,Montana,Low,1817,250,20,36340,0,36340,18170,18170
Europe,2022-11-01,Government,France,EUR,Amarilla,Low,615,260,15,9225,0,9225,6150,3075
Europe,2022-11-01,Midmarket,Britain,GBP,Carretera,Medium,2852,3,350,998200,19964,978236,741520,236716
Europe,2022-11-01,Channel Partners,Germany,EUR,Montana,Medium,1916,10,300,574800,11496,563304,479000,84304
Europe,2022-11-01,Government,Britain,GBP,Velo,Medium,2852,10,350,998200,19964,978236,741520,236716
Europe,2022-11-01,Channel Partners,France,EUR,Paseo,Medium,2729,10,125,341125,6822.5,334302.5,327480,6822.5
Europe,2022-11-01,Midmarket,France,EUR,Carretera,Medium,2729,250,125,341125,6822.5,334302.5,327480,6822.5
Europe,2022-11-01,Government,Germany,EUR,Amarilla,Medium,1916,260,300,574800,11496,563304,479000,84304
Europe,2022-11-01,Small Business,France,EUR,Paseo,Medium,274,3,350,95900,3836,92064,71240,20824
Europe,2022-11-01,Enterprise,Britain,GBP,VTT,Medium,274,10,350,95900,3836,92064,71240,20824
Europe,2022-11-01,Government,Britain,GBP,Amarilla,Medium,2431,10,12,29172,1458.6,27713.4,7293,20420.4
Europe,2022-11-01,Government,Germany,EUR,Velo,High,2431,120,12,29172,1458.6,27713.4,7293,20420.4
Europe,2022-11-01,Government,France,EUR,Paseo,High,570,3,7,3990,199.5,3790.5,2850,940.5
Europe,2022-11-01,Small Business,Germany,EUR,Paseo,High,2663,10,20,53260,2663,50597,26630,23967
Europe,2022-11-01,Small Business,Britain,GBP,Paseo,High,2663,250,20,53260,2663,50597,26630,23967
Europe,2022-11-01,Government,Britain,GBP,Paseo,High,570,250,7,3990,199.5,3790.5,2850,940.5
Europe,2022-11-01,Government,Germany,EUR,Carretera,High,1582,120,7,11074,775.18,10298.82,7910,2388.82
Europe,2022-11-01,Midmarket,Germany,EUR,Carretera,High,1582,250,7,11074,775.18,10298.82,7910,2388.82
Europe,2022-11-01,Enterprise,Germany,EUR,VTT,High,1372,120,300,411600,28812,382788,343000,39788
Europe,2022-12-01,Government,Germany,EUR,Carretera,None,1143,10,7,8001,0,8001,5715,2286
Europe,2022-12-01,Government,Germany,EUR,Paseo,None,1143,260,7,8001,0,8001,5715,2286
Europe,2022-12-01,Government,France,EUR,Carretera,Low,1295,3,12,15540,310.8,15229.2,3885,11344.2
Europe,2022-12-01,Government,France,EUR,Paseo,Low,1566,5,20,31320,626.4,30693.6,15660,15033.6
Europe,2022-12-01,Channel Partners,France,EUR,Paseo,Low,1295,10,12,15540,310.8,15229.2,3885,11344.2
Europe,2022-12-01,Channel Partners,Britain,GBP,Paseo,Low,1566,120,20,31320,626.4,30693.6,15660,15033.6
Europe,2022-12-01,Channel Partners,France,EUR,Velo,Low,2009,10,125,251125,7533.75,243591.25,241080,2511.25
Europe,2022-12-01,Channel Partners,Britain,GBP,Velo,Low,2009,120,125,251125,7533.75,243591.25,241080,2511.25
Europe,2022-12-01,Enterprise,France,EUR,Montana,Low,861,10,125,107625,5381.25,102243.75,103320,-1076.25
Europe,2022-12-01,Enterprise,Germany,EUR,Montana,Low,861,120,125,107625,5381.25,102243.75,103320,-1076.25
Europe,2022-12-01,Enterprise,France,EUR,Paseo,Low,1153,10,15,17295,1037.7,16257.3,11530,4727.3
Europe,2022-12-01,Enterprise,Germany,EUR,Paseo,Low,1153,250,15,17295,1037.7,16257.3,11530,4727.3
Europe,2022-12-01,Enterprise,Britain,GBP,Montana,Low,1269,120,350,444150,39973.5,404176.5,329940,74236.5
Europe,2022-12-01,Enterprise,Britain,GBP,Paseo,Low,1269,260,350,444150,39973.5,404176.5,329940,74236.5
Europe,2022-12-01,Government,France,EUR,Carretera,Medium,2734,5,7,19138,2296.56,16841.44,13670,3171.44
Europe,2022-12-01,Small Business,Germany,EUR,Velo,Medium,986,120,350,345100,41412,303688,256360,47328
Europe,2022-12-01,Government,France,EUR,Carretera,Medium,986,250,350,345100,41412,303688,256360,47328
Europe,2022-12-01,Small Business,Germany,EUR,Amarilla,Medium,2734,260,7,19138,2296.56,16841.44,13670,3171.44
Europe,2022-12-01,Government,Britain,GBP,Carretera,Medium,1249,5,20,24980,3247.4,21732.6,12490,9242.6
Europe,2022-12-01,Midmarket,Germany,EUR,Montana,Medium,1565,10,15,23475,3051.75,20423.25,15650,4773.25
Europe,2022-12-01,Government,Britain,GBP,Paseo,Medium,1249,10,20,24980,3247.4,21732.6,12490,9242.6
Europe,2022-12-01,Small Business,Britain,GBP,Velo,Medium,1565,250,15,23475,3051.75,20423.25,15650,4773.25
Europe,2022-12-01,Midmarket,Germany,EUR,Amarilla,Medium,1496,3,300,448800,62832,385968,374000,11968
Europe,2022-12-01,Small Business,Britain,GBP,Amarilla,Medium,1010,3,300,303000,42420,260580,252500,8080
Europe,2022-12-01,Government,Britain,GBP,Carretera,Medium,2914,10,12,34968,4895.52,30072.48,8742,21330.48
Europe,2022-12-01,Government,Britain,GBP,VTT,Medium,1496,250,300,448800,62832,385968,374000,11968
Europe,2022-12-01,Midmarket,France,EUR,Montana,High,1010,250,300,303000,42420,260580,252500,8080
Europe,2022-12-01,Small Business,France,EUR,Velo,High,2914,260,12,34968,4895.52,30072.48,8742,21330.48
Europe,2022-12-01,Midmarket,France,EUR,Amarilla,High,2905,10,300,871500,8715,862785,726250,136535
Europe,2022-12-01,Small Business,France,EUR,Amarilla,High,1236,260,20,24720,494.4,24225.6,12360,11865.6
Europe,2022-12-01,Midmarket,Britain,GBP,Montana,High,2030,3,15,30450,1827,28623,20300,8323
Europe,2022-12-01,Midmarket,Britain,GBP,Amarilla,High,2723,5,12,32676,1960.56,30715.44,8169,22546.44
Europe,2022-12-01,Government,Britain,GBP,Paseo,High,547,120,7,3829,268.03,3560.97,2735,825.97
Europe,2022-12-01,Government,Britain,GBP,VTT,High,1118,260,20,22360,1565.2,20794.8,11180,9614.8
Europe,2022-12-01,Government,Germany,EUR,Paseo,High,2321,5,12,27852,2506.68,25345.32,6963,18382.32
Europe,2022-12-01,Government,Germany,EUR,VTT,High,2529,250,125,316125,31612.5,284512.5,303480,-18967.5
Europe,2022-12-01,Channel Partners,Germany,EUR,Paseo,High,1366,10,300,409800,45078,364722,341500,23222
Europe,2022-12-01,Channel Partners,Germany,EUR,Velo,High,1808,120,7,12656,1392.16,11263.84,9040,2223.84
Europe,2022-12-01,Government,Germany,EUR,Carretera,High,2689,3,15,40335,4840.2,35494.8,26890,8604.8
Europe,2022-12-01,Government,Germany,EUR,VTT,High,2387,250,125,298375,35805,262570,286440,-23870
Europe,2022-12-01,Government,France,EUR,Paseo,High,700,10,350,245000,34300,210700,182000,28700
Europe,2022-12-01,Government,France,EUR,VTT,High,1177,10,350,411950,57673,354277,306020,48257
Europe,2023-01-01,Channel Partners,Germany,EUR,Carretera,Low,2198,10,15,32970,1978.2,30991.8,21980,9011.8
Europe,2023-01-01,Small Business,Britain,GBP,Carretera,Low,1884,3,12,22608,1582.56,21025.44,5652,15373.44
Europe,2023-01-01,Channel Partners,Germany,EUR,Paseo,Low,678,10,7,4746,379.68,4366.32,3390,976.32
Europe,2023-01-01,Small Business,Britain,GBP,VTT,Low,2807,250,350,982450,98245,884205,729820,154385
Europe,2023-01-01,Small Business,Germany,EUR,Carretera,Low,2394,10,20,47880,5266.8,42613.2,23940,18673.2
Europe,2023-01-01,Enterprise,Germany,EUR,Paseo,Low,2541,250,300,762300,106722,655578,635250,20328
Europe,2023-01-01,Enterprise,Britain,GBP,Paseo,Low,2559,10,15,38385,5757.75,32627.25,25590,7037.25
Europe,2023-01-01,Government,Germany,EUR,Velo,Low,1445,3,12,17340,173.4,17166.6,4335,12831.6
Europe,2023-01-01,Enterprise,Germany,EUR,Velo,Low,1947,3,12,23364,700.92,22663.08,5841,16822.08
Europe,2023-01-01,Enterprise,Britain,GBP,Velo,Low,218,10,15,3270,130.8,3139.2,2180,959.2
Europe,2023-01-01,Small Business,Germany,EUR,VTT,Low,2074,10,20,41480,1659.2,39820.8,20740,19080.8
Europe,2023-01-01,Government,Germany,EUR,Amarilla,Low,1056,10,20,21120,844.8,20275.2,10560,9715.2
Europe,2023-01-01,Midmarket,Germany,EUR,Paseo,Low,2134,250,300,640200,51216,588984,533500,55484
Europe,2023-01-01,Midmarket,Germany,EUR,VTT,Low,567,120,125,70875,6378.75,64496.25,68040,-3543.75
